news_id,stock,text,pred_label,confidence,prob_NEG,prob_POS,prob_NEU,sentiment_score
258,VIC,"VIC và VNM giúp VN-Index bảo toàn mốc 860 điểm, KSA giảm sàn sau thông tin về trụ sở bỏ hoang Tại nhóm xây dựng – bất động sản, QCG giảm sàn, HBC và CTD cùng giảm hơn 2% và VRE vẫn không khớp cổ phiếu nào, dư mua trần gần 10 triệu đơn vị.",POS,0.9806,0.0096,0.9806,0.0098,0.971
257,VIC,"VIC, FMC, DHG, GTN, LSS, GSM, PCT, ADS: Thông tin giao dịch lượng lớn cổ phiếu Thông tin giao dịch lượng lớn cổ phiếu trên HNX/HSX.",NEU,0.9897,0.0062,0.0041,0.9897,-0.0020999999999999994
256,VIC,"VIC, VRE ngược dòng thị trường, VnIndex giữ vững mốc 890 điểm dù chịu áp lực bán mạnh Bộ đôi HAG, HNG cũng giao dịch khá tích cực và đồng loạt tăng điểm. AGR cũng hưởng lợi từ điều này và tăng trần phiên thứ 2 liên tiếp.",POS,0.983,0.0068,0.983,0.0102,0.9762
255,VIC,"Bùng nổ trong phiên chiều, VnIndex dễ dàng vượt cản 900 điểm với sự bứt phá của VIC, VRE, VNM Danh mục SCIC thoái vốn cũng có những tín hiệu tích cực trong phiên chiều, tiêu biểu là BMP tăng gần hết biên độ. Thông tin BMP có thể lọt rổ FTSE Vietnam ETF đã tác động tích cực tới cổ phiếu này. Ngược lại, HBC giảm 1.500 đồng sau dự báo có thể loại khỏi rổ V.N.M ETF.",POS,0.9865,0.0064,0.9865,0.0071,0.9801000000000001
254,VIC,"Khối ngoại bán mạnh VIC, nhiều cổ phiếu lớn hạ nhiệt, VN-Index chỉ còn tăng gần 15 điểm VNM có lúc rơi về sát giá tham chiếu nhưng khi đóng cửa vẫn được kéo lên 189.000 đồng – tăng 1,1%. Còn VRE vẫn tăng trần và khớp lệnh hơn 8 triệu đơn vị, tương đương 409 tỷ đồng.",NEG,0.9779,0.9779,0.0115,0.0106,-0.9664
763,HAG,"HAG, SBS, PVB, PVC, MCG, SJD, KHP, SKG, BVG, HHC, MDG, NNC: Thông tin giao dịch lượng lớn cổ phiếu Thông tin giao dịch lượng lớn cổ phiếu trên HNX/HSX.",NEU,0.9333,0.0131,0.0536,0.9333,0.0405
253,VIC,"Loại trừ ảnh hưởng của VIC, VRE, ROS và SAB, thị trường chứng khoán Việt hóa ra... vẫn rẻ Bốn cổ phiếu trên chiếm 24% vốn hoá của sàn HoSE nhưng chỉ đóng góp 6% tổng lợi nhuận nên đã vô tình kéo mặt bằng P/E của thị trường lên cao hơn mức bình thường.",NEU,0.7463,0.2271,0.0266,0.7463,-0.2005
252,VIC,"VIC, VNM, NBB, HBC, PCG, PTB, VNF, SKG, TEG, TDM, FMC, DTL, RIC, PTL, MDG, LPB, BXH, SPP, PXA, VDL: Thông tin giao dịch lượng lớn cổ phiếu Thông tin giao dịch lượng lớn cổ phiếu trên HNX/HSX.",NEU,0.9903,0.0058,0.0039,0.9903,-0.0018999999999999998
251,VIC,"Bộ 3 SAB, VIC, MSN bất ngờ đảo chiều giảm sâu, VnIndex mất mốc 950 điểm trong phiên chiều Mặc dù giảm điểm nhưng nhìn chung thị trường chung vẫn khá tích cực, điều này được thể hiện qua số mã tăng điểm trên 3 sàn vẫn áp đảo với 354, trong khi số mã giảm chỉ là 283.",NEG,0.9761,0.9761,0.0134,0.0105,-0.9627
250,VIC,"VIC, VNM hồi phục mạnh sau chuỗi ngày giảm sâu, VnIndex lấy lại cột mốc 940 điểm trong phiên cuối tuần Ở nhóm chứng khoán, HCM, CTS, SSI là những cổ phiếu nổi bật nhất khi kết phiên tăng điểm. Trong khi đó, nhóm bất động sản, xây dựng cũng xuất hiện nhiều cái tên đáng chú ý như NVL, IDV, PHC, ROS, VIC, VRC, DIG, FCN, DRH…",POS,0.9838,0.0044,0.9838,0.0118,0.9794
1190,TTF,"TTF công bố danh sách 12 cá nhân sẽ mua 1.000 tỷ đồng cổ phiếu phát hành thêm trong tháng 12 TTF dự kiến sẽ bán cổ phần phát hành riêng lẻ cho 12 cá nhân, thu về 1.000 tỷ đồng và thoát nguy cơ bị huỷ niêm yết bắt buộc.",POS,0.8839,0.0294,0.8839,0.0867,0.8545
1189,TTF,"SMC, CII, TTF, STB, HNF, TVC, EBS, TPS, NHH: Thông tin giao dịch lượng lớn cổ phiếu Thông tin giao dịch lượng lớn cổ phiếu trên HNX/HSX.",NEU,0.9552,0.0238,0.021,0.9552,-0.0028000000000000004
249,VIC,"“Đạp” VIC, MSN, BID... trong phiên ATC, VN-Index giảm hơn 7 điểm, cổ phiếu dầu khí hạ nhiệt Rất có thể đây là động thái chốt NAV của một quỹ đầu tư.",NEG,0.9726,0.9726,0.0114,0.0161,-0.9612
248,VIC,"VCB, VIC, GAS đồng loạt bứt phá giúp thị trường “thăng hoa” trong phiên chiều, VnIndex kết tuần vượt 950 điểm Một số cổ phiếu có yếu tố cơ bản tốt đã tăng khá trong thời gian qua như APC, PNJ, NCT, CVT, PC1…đã bị bán mạnh về cuối phiên và đồng loạt giảm sâu.",POS,0.9789,0.0117,0.9789,0.0095,0.9672
1188,TTF,"Gỗ Trường Thành (TTF) bán hết 70 triệu cổ phiếu phát hành riêng lẻ, thu về 700 tỷ đồng Việc phát hành cổ phiếu tuy không đạt được 1.000 tỷ như mong muốn nhưng cũng đủ để cứu nguy cho cổ phiếu TTF khỏi án hủy niêm yết khi lỗ lũy kế vượt vốn điều lệ.",NEG,0.9617,0.9617,0.0157,0.0225,-0.946
247,VIC,"VIC, SAB, PLX đồng loạt bùng nổ giúp VnIndex tăng gần 6 điểm, CMG tăng trần sau chuỗi 6 phiên giảm sàn liên tiếp Trong phiên chiều nay, nhóm dầu khí mặc dù bị chốt lời mạnh nhưng vẫn có nhiều cổ phiếu tăng điểm tích cực, có thể kể tới PVS, PVD, GAS, PVT, PXS… Tương tự là nhóm hàng không với NCT, ACV, VJC, SCS tăng điểm.",POS,0.9886,0.0051,0.9886,0.0063,0.9835
1187,TTF,"Tương lai mới cho bộ 3 kiểm soát đặc biệt TTF, JVC và PNC Những thay đổi lớn về nội tại, về cơ cấu nợ, cơ cấu cổ đông và ""thay máu"" ban lãnh đạo có thể mở ra vận hội mới cho chặng đường sắp tới của bộ 3 cổ phiếu bị kiểm soát đặc biệt TTF, JVC và PNC.",NEG,0.7795,0.7795,0.1013,0.1191,-0.6781999999999999
1186,TTF,"TTF, CTF, MSR, DTL, TAG, PCG, FTM, VNF, C47, HDG, NBC, VC2, SDY: Thông tin giao dịch lượng lớn cổ phiếu Thông tin giao dịch lượng lớn cổ phiếu trên HNX/HSX.",NEU,0.9362,0.044,0.0198,0.9362,-0.024199999999999996
246,VIC,"Chốt lời mạnh cổ phiếu dầu khí, VnIndex giữ vững mốc 1.050 điểm trong phiên cuối tuần nhờ VIC, VRE, HDB, MSN Trong nhóm Bluechips, HDB tiếp tục gây ấn tượng khi tăng kịch trần lên 45.450 đồng. Khối ngoại cũng mua ròng hơn 300 tỷ đồng HDB trong phiên hôm nay và điều này góp phần quan trọng giúp cổ phiếu bứt phá.",POS,0.9851,0.0053,0.9851,0.0096,0.9798
762,HAG,"HAG, HNG, KPF, NVT, PLX, NKG, VC9, QBS, BTS, SLR: Thông tin giao dịch lượng lớn cổ phiếu Thông tin giao dịch lượng lớn cổ phiếu trên HNX/HSX.",NEU,0.9189,0.0123,0.0689,0.9189,0.056600000000000004
761,HAG,"""Đột biến"" tại HAG và HNG, các chỉ số giằng co với giá trị giao dịch trên 9.200 tỷ đồng Các penny AMD, HAI, VOS, DST, ACM tăng trần. Ngoài ra, VCF cũng tăng trần lên 224.700 đồng. Trong khi đó, HVG giảm sàn phiên thứ 2.",POS,0.5826,0.2239,0.5826,0.1935,0.3587
1185,TTF,"AAA, GTN, AMD, VCF, TTF, TVS, SHS, PVI, RCL, TEL, VC3, TTZ, V12, SIC, PND, SVH, THW: Thông tin giao dịch lượng lớn cổ phiếu Thông tin giao dịch lượng lớn cổ phiếu trên HNX/HSX.",NEU,0.9828,0.0093,0.0079,0.9828,-0.0013999999999999985
245,VIC,"Quỹ ETF nội VFMVN30 thu hút 78 triệu USD mới trong tháng 1, dồn tiền mua HPG, VIC và VNM Cho đến cuối tháng 1/2018, chiếm tỷ trọng lớn nhất trong danh mục của quỹ này là HPG của Tập đoàn Hòa Phát với hơn 8,1 triệu cổ phiếu tương đương 10,28%.",POS,0.9799,0.0076,0.9799,0.0125,0.9722999999999999
760,HAG,HOSE cảnh báo HAG và HNG bị hủy niêm yết bắt buộc nếu không thực hiện tốt việc công bố thông tin HAG và HNG đã có công văn gửi đến HoSE xin gia hạn công bố thông tin các Báo cáo tài chính riêng và hợp nhất kiểm toán năm 2017 với thời gian đề xuất gia hạn là chậm nhất 100 ngày kể từ ngày kết thúc năm tài chính (theo quy định hiện hành là 90 ngày).,NEG,0.9761,0.9761,0.0123,0.0117,-0.9638
759,HAG,"Khởi nghĩa bất thành tại HAG - cổ phiếu vẫn giảm sàn, VN-Index mất 17 điểm PVD giảm sàn về 20.500 đồng và PVS giảm 9,4% về 20.200 đồng. GAS cũng giảm tới 5,5% về 104.000 đồng và làm mất đi 2,45 điểm của VN-Index.",NEG,0.979,0.979,0.0105,0.0105,-0.9685
758,HAG,"Không thu xếp đủ tiền, trong 1 tháng, 2 lãnh đạo cấp cao của HAG và HNG đều không mua được 1 triệu cổ phiếu như đã đăng ký Trong khoảng thời gian nói trên, cả cổ phiếu HAG và HNG đều rơi vào quá trình lao dốc rất mạnh.",NEG,0.9666,0.9666,0.0165,0.017,-0.9501000000000001
244,VIC,"""Trơ trọi"" CTG và VIC đỡ chỉ số, VN-Index lao dốc giảm hơn 11 điểm trong phiên chiều GAS rơi nhanh và giảm 5,4%, đóng cửa ở mức thấp nhất phiên là 106.000 đồng. Đây là cổ phiếu gây ảnh hưởng tiêu cực nhất đến chỉ số và làm mất 2,33 điểm của VN-Index.",NEG,0.9758,0.9758,0.0107,0.0134,-0.9651
243,VIC,"CTCK nhận định thị trường 26/02: Nếu chấp nhận rủi ro cao, giao dịch ngắn hạn tại VCB, CTG, BID, ACB, VPB, VIC, PLX, VNM, BVH Một nhóm cổ phiếu dẫn dắt với vốn hóa đủ lớn như để kéo dòng tiền nghỉ tết trở lại thị trường mới là yếu tố cần thiết nhất lúc này để thị trường có thể vượt vùng đỉnh cũ và đi được xa hơn lúc này.",POS,0.5131,0.0095,0.5131,0.4774,0.5036
242,VIC,"Chốt lời mạnh cuối phiên, VnIndex vẫn tăng gần 12 điểm nhờ lực kéo từ PLX, VIC, VRE, HPG Nhóm Bluechips VRE, PLX, VJC, VIC, SAB, BHN, BVH, GAS, HPG…tiếp tục tăng mạnh và là động lực thúc đẩy thị trường bứt phá.",POS,0.9784,0.0051,0.9784,0.0165,0.9733
241,VIC,"Khối ngoại “náo loạn” phiên ATC, VnIndex vẫn giữ vững sắc xanh với lực kéo từ VIC, PLX cùng nhóm ngân hàng, dầu khí Trong phiên chiều nay, nhóm cổ phiếu chứng khoán cũng gây chú ý khi HCM, SSI, VND, CTS…đồng loạt tăng điểm. Tương tự, các cổ phiếu dầu khí GAS, PVD, PVS, PVT, PXS…cũng thu hút dòng tiền và tăng khá tốt.",POS,0.9791,0.0059,0.9791,0.015,0.9732
239,VIC,"Bứt phá mạnh mẽ, cổ phiếu VIC vượt ngưỡng giá 100.000 đồng Vingroup hiện đang nuôi khá nhiều tham vọng trong lĩnh vực xe ô tô, giáo dục đại học.",POS,0.9703,0.0084,0.9703,0.0213,0.9619000000000001
240,VIC,"Rung lắc dữ dội trong phiên chiều, VNM, MSN, VIC, VPB...giúp VnIndex chỉ còn giảm 8 điểm Bộ đôi HAG, HNG duy trì đà tăng tích cực, thậm chí HNG dư mua trần gần 4 triệu cổ phiếu. Nhóm cổ phiếu có tính đầu cơ cao như HAI, AMD, TSC, FIT, KLF, FLC…cũng tăng kịch trần.",POS,0.9525,0.0132,0.9525,0.0343,0.9393
237,VIC,"Phiên 8/3: Khối ngoại bán ròng gần 70 tỷ, tập trung “gom hàng” VIC, VRE, POW Khối ngoại bán ròng GMD (38,36 tỷ đồng), VCB (37,55 tỷ đồng), DIG (34,91 tỷ đồng), SSI (32,17 tỷ đồng).",NEG,0.9713,0.9713,0.016,0.0127,-0.9553
238,VIC,"VIC, VPB lập đỉnh mới, VnIndex tăng gần 12 điểm trong ngày 8/3 Ở nhóm chứng khoán, 2 cái tên “nóng” nhất thời gian qua là VND, SSI đã “tạm nghỉ” khi đồng loạt giảm điểm. Trong khi đó, MBS gây chú ý với phiên khớp lệnh đột biến 9,5 triệu đơn vị. MBS có thời điểm giảm gần sàn nhưng kết phiên đã tăng kịch trần. HCM cũng có phiên hồi phục khá tốt khi tăng 800 đồng lên 75.400 đồng.",POS,0.9849,0.0071,0.9849,0.008,0.9778
236,VIC,"Phiên 9/3: Khối ngoại tiếp tục bán ròng, tập trung “gom hàng” VIC, VRE VNM đứng đầu danh sách bán ròng của khối ngoại với 98,78 tỷ đồng. Xếp tiếp theo trong top bán ròng lần lượt là NSC (68,4 tỷ đồng), VCB (63 tỷ đồng), SJD (27,47 tỷ đồng), BID (27,21 tỷ đồng).",NEG,0.9732,0.9732,0.014,0.0128,-0.9591999999999999
235,VIC,"Phiên 14/3: Khối ngoại quay đầu bán ròng hơn 270 tỷ đồng, tranh thủ “gom hàng” VIC, VRE Bộ đôi VIC, VRE tiếp tục được khối ngoại “gom hàng” khá quyết liệt với giá trị mua ròng lần lượt đạt 110,94 tỷ đồng và 36,34 tỷ đồng. Tuy nhiên, cả 2 cổ phiếu này đều đóng cửa giảm điểm.",NEG,0.9611,0.9611,0.0261,0.0128,-0.9349999999999999
234,VIC,"Khối ngoại tiếp tục mua ròng trên HoSE, tập trung “gom hàng” VIC, VRE trong phiên 15/3 Bộ đôi VRE, VIC tiếp tục được khối ngoại “gom hàng” khá mạnh với 76,37 tỷ đồng và 56,14 tỷ đồng. Đóng cửa phiên giao dịch, cả 2 cổ phiếu này đều giảm mạnh và điều này khiến thị trường chưa thể bứt phá.",POS,0.9738,0.0161,0.9738,0.0101,0.9577
233,VIC,"VnIndex mất mốc lịch sử 1.170 điểm trong những phút cuối phiên, bất chấp nỗ lực bứt phá từ VIC, GAS, BVH, ROS… Nhóm ngân hàng sau chuỗi ngày bùng nổ đã chững lại và chỉ còn MBB, BID, CTG, STB tăng điểm đáng chú ý. Trong khi đó, ACB, VCB, VPB, LPB, HDB đều giảm khá mạnh.",NEG,0.9047,0.9047,0.0658,0.0295,-0.8389
232,VIC,"Nhóm ngân hàng vẫn bị bán mạnh, VIC xanh và VHC tăng trần, cùng chinh phục đỉnh giá mới Nhóm ngân hàng vẫn bị chốt lời mạnh. BID giảm tới 4,4%, lùi về 42.350 đồng. Các cổ phiếu khác cũng giảm trên dưới 3%.",POS,0.5568,0.4093,0.5568,0.0339,0.14749999999999996
231,VIC,"VN-Index tăng hơn 17 điểm nhờ VIC, BID, MSN, ROS Giao dịch đột biến đáng chú ý có VGT với giao dịch thỏa thuận rất lớn. Khối ngoại mua 50 triệu cổ phiếu VGT.",POS,0.9881,0.0039,0.9881,0.0081,0.9842
230,VIC,"Khối ngoại trở lại mua ròng hơn 150 tỷ trong phiên 28/3, tập trung “gom hàng” VHC, VIC VHC là cổ phiếu được khối ngoại mua ròng nhiều nhất phiên với 67,98 tỷ đồng. Trong phiên hôm nay, VHC giao dịch khá tích cực khi tăng 1.300 đồng (2%) lên 64.800 đồng.",POS,0.9908,0.004,0.9908,0.0052,0.9868
229,VIC,"Cổ phiếu bất động sản hút tiền, VIC, MSN cùng lập đỉnh mới giúp VnIndex tăng hơn 7 điểm Tuy vậy, các cổ phiếu ngành tài chính, ngân hàng như VPB, BID, CTG, VCB, HDB…hầu hết đều giảm điểm. Phía tăng điểm đáng chú ý có ACB, cũng như các cổ phiếu ngành chứng khoán VND, MBS, HCM…",POS,0.9802,0.0104,0.9802,0.0094,0.9698
757,HAG,HAG và KHA bị đưa vào danh sách chứng khoán không được giao dịch ký quỹ Nâng tổng số mã chứng khoán không được giao dịch ý quỹ trên sàn HoSE lên 72 doanh nghiệp.,NEG,0.9764,0.9764,0.0114,0.0122,-0.9650000000000001
228,VIC,"VIC và VNM “cứu” thị trường, VnIndex gặp khó trước kháng cự tâm lý 1.200 điểm Trong phiên chiều nay, các nhóm cổ phiếu “hot” thời gian qua như chứng khoán, ngân hàng chịu áp lực điều chỉnh khá mạnh và hầu hết đều giảm điểm. Phía tăng điểm đáng chú ý có HDB, LPB, VDS, MBS…",POS,0.9612,0.0154,0.9612,0.0234,0.9458000000000001
226,VIC,"VCSC: Bất động sản và cho thuê mặt bằng bán lẻ của VIC sẽ dẫn dắt tăng trưởng VCSC kỳ vọng, VinCity dự kiến sẽ thực hiện trong quý II với 4 dự án với hàng trăm ha sẽ hỗ trợ cho giá trị hợp đồng bán BĐS 2018 của VIC đạt 89.000 tỷ đồng, tăng 22% so với 2017.",POS,0.9764,0.0027,0.9764,0.0208,0.9737
227,VIC,"VIC, BVH tiếp tục “phá đỉnh” giúp VnIndex giữ vững sắc xanh, dòng tiền tập trung vào cổ phiếu bất động sản Nhóm ngân hàng có sự phân hóa khá mạnh, trong khi LPB, MBB, ACB tăng khá tốt thì các cổ phiếu “nóng” như BID, CTG, VPB…laị giảm khá sâu.",POS,0.9784,0.0109,0.9784,0.0107,0.9675
756,HAG,"HAG, DRL, MBB, TBD, NED, SDG, GDT, NDF, VNF, HTC, HIG, TDG, SP2, EBS: Thông tin giao dịch lượng lớn cổ phiếu Thông tin giao dịch lượng lớn cổ phiếu trên HNX/HSX.",NEU,0.9388,0.0124,0.0488,0.9388,0.0364
225,VIC,"VIC, VRE bứt phá không ngừng nghỉ, VnIndex tăng mạnh nhưng vẫn mất mốc 1.200 điểm vào “phút 90” Nhóm bất động sản, xây dựng cũng có phiên giao dịch khởi sắc với nhiều mã tăng mạnh như CTD, DIG, DXG, FCN, HBC, LDG, LCG, NDN, QCG, VIC, VNE, NLG…",POS,0.9815,0.0082,0.9815,0.0103,0.9733
1184,TTF,"TTF, PDR, AAA, PDN, IME: Thông tin giao dịch lượng lớn cổ phiếu Thông tin giao dịch lượng lớn cổ phiếu trên HNX/HSX.",NEU,0.7203,0.2023,0.0774,0.7203,-0.12490000000000001
224,VIC,"VIC giảm gần 4.000 đồng, VN-Index chỉ giảm 0,5% nhờ đội ngũ ngân hàng, BVH và SAB, sàn HOSE khớp lệnh gần 8.000 tỷ đồng HDB được khối ngoại mua ròng tích cực với khối lượng mua ròng gần 4 triệu đơn vị. Cổ phiếu này tăng gần 4%.",POS,0.7236,0.1412,0.7236,0.1352,0.5824
223,VIC,"Tín hiệu mua bán cổ phiếu: Tín hiệu đáng chú ý tại VIC, MSN, VJC, MWG, HDB Các ngành và cổ phiếu mạnh hơn thị trường: Công nghệ (FPT +1,6%, DGW +5,4%), Ngân hàng (BID +2,5%, HDB +3,9%), Thủy sản (MPC +5,7%, SEA +0,6%).",POS,0.9626,0.0056,0.9626,0.0318,0.957
755,HAG,"HAG, CEO, MPC, PAN, GTN, MTP, NED, VAF, IME, NDN, LM8, MCC: Thông tin giao dịch lượng lớn cổ phiếu Thông tin giao dịch lượng lớn cổ phiếu trên HNX/HSX.",NEU,0.9694,0.0095,0.0211,0.9694,0.011600000000000001
222,VIC,"VN-Index vượt lên mốc 1.170 ""thần thánh"" nhờ GAS, VIC, MSN, khối ngoại tiếp tục mua hơn 2 triệu cổ phiếu HDB ROS tiếp diễn bài giảm sàn và hồi nhẹ. Trong phiên, ROS đã giảm xuống 99.700 đồng, tức mất mốc thị giá 100.000 đồng song về cuối phiên hồi nhẹ và đóng cửa ở con số tròn trĩnh 100.000 đồng.",POS,0.9553,0.0214,0.9553,0.0233,0.9339000000000001
221,VIC,"Phiên 12/4: Khối ngoại bán ròng hơn 60 tỷ trên HoSE, tập trung “xả” VIC, VCB VIC đứng đầu danh sách bán ròng của khối ngoại với 171,91 tỷ đồng. Tuy vậy, cổ phiếu này vẫn có phiên giao dịch khá tốt khi tăng 1.000 đồng lên 127.000 đồng.",NEG,0.9776,0.9776,0.0129,0.0096,-0.9647
754,HAG,"REE, DLG, SMT, GDT, HAG, DRH, BID, ST8, QNS, SJF, IME, APF, RCC: Thông tin giao dịch lượng lớn cổ phiếu Thông tin giao dịch lượng lớn cổ phiếu trên HNX/HSX.",NEU,0.9782,0.0083,0.0135,0.9782,0.0052
220,VIC,"Phiên 17/4: Khối ngoại bán ròng hơn 230 tỷ trên toàn thị trường, tập trung ""xả"" VNM, VIC VNM là cổ phiếu bị khối ngoại bán ròng khá mạnh với 88,83 tỷ đồng. Trong phiên hôm nay, VNM tiếp tục giảm sâu 5.500 đồng (2,9%) xuống 184.500 đồng.",NEG,0.9821,0.9821,0.0098,0.0081,-0.9722999999999999
753,HAG,"VJC, VNM, HAG, APS, VIX, ATA, VIS, NED, NDN, VSA, VE9, S55: Thông tin giao dịch lượng lớn cổ phiếu Thông tin giao dịch lượng lớn cổ phiếu trên HNX/HSX.",NEU,0.9589,0.0104,0.0307,0.9589,0.020300000000000002
219,VIC,"VIC giao dịch gần 1.100 tỷ đồng, cổ phiếu dầu khí đỡ thị trường VIC trở thành cổ phiếu có khối lượng lớn nhất trên sàn HOSE hôm nay, giá trị giao dịch đạt gần 1.100 tỷ đồng – chiếm 17% giá trị giao dịch sàn HOSE. Khối ngoại bán tới 4,45 triệu cổ phiếu này.",POS,0.872,0.0313,0.872,0.0966,0.8407
752,HAG,"Cổ phiếu HAG vào diện bị cảnh báo Lý do là công ty kiểm toán có ý kiến ngoại trừ trên báo cáo tài chính hợp nhất năm 2017, cổ phiếu thuộc trường hợp bị cảnh báo theo quy định.",NEG,0.9537,0.9537,0.0209,0.0254,-0.9328
1183,TTF,"Phó Chủ tịch Gỗ Trường Thành: ""Chúng tôi hiểu cảm giác của cổ đông nhưng “cơ thể” của TTF sẽ còn phải trải qua những đau đớn nhất định"" ""Cơ thể này sẽ còn phải trải qua những đau đớn nhất định. Chúng tôi hiểu cảm giác của cổ đông khi nhìn thấy giá cổ phiếu. Chúng tôi khẳng định TTF chỉ có thể vươn lên mạnh mẽ khi xử lý hết các vấn đề của 2018"" ông Tín nói.",NEU,0.8708,0.0914,0.0378,0.8708,-0.053599999999999995
751,HAG,"Cổ phiếu HAG liên tục dò đáy, bầu Đức đăng ký mua 20 triệu cổ phiếu Cổ phiếu HAG đã lập tức tăng trần sáng 4/5 trước thông tin ông Đoàn Nguyên Đức đăng ký mua vào.",POS,0.9627,0.0174,0.9627,0.0199,0.9453
218,VIC,"VIC, VRE, SAB bùng nổ, VnIndex bứt phá hơn 22 điểm trong phiên đầu tuần Các nhóm cổ phiếu có tính thị trường hơn như chứng khoán, ngân hàng, bất động sản, xây dựng cũng tăng khá tốt giúp thị trường trở nên sôi động hơn.",POS,0.9907,0.0041,0.9907,0.0052,0.9866
217,VIC,"Tuần 21-25/5: Khối ngoại bán ròng gần 3.400 tỷ đồng, tâm điểm VIC, VHM và VRE Bộ ba cổ phiếu VIC, VHM và VRE bị khối ngoại bán ròng rất mạnh ở tuần qua.",NEG,0.9821,0.9821,0.0111,0.0068,-0.971
216,VIC,"135 mã giảm sàn trên toàn thị trường, VnIndex tiếp tục mất hơn 32 điểm bất chấp nỗ lực của VIC Số mã giảm điểm hôm nay áp đảo hoàn toàn với 473 mã, trong đó có 135 mã giảm sàn. Số mã tăng điểm chỉ vỏn vẹn 92 mã. Hàng loạt Bluechips như CTD, FPT, GAS, HAG, HSG, STB, VJC, VPB, PNJ, MWG, BID…đều giảm hết biên độ khiến thị trường thiếu lực đỡ và giảm sâu.",NEG,0.9742,0.9742,0.0129,0.0129,-0.9612999999999999
215,VIC,"Bộ đôi VIC, VHM nâng đỡ thị trường, VnIndex kết phiên chỉ còn giảm gần 4 điểm Việc thị trường không giảm quá sâu trong phiên hôm nay có sự đóng góp của bộ đôi VIC, VHM khi đồng loạt tăng về cuối phiên, dù bị khối ngoại bán mạnh. Bên cạnh đó, BVH, HPG, ROS cũng như các cổ phiếu ngân hàng VPB, HDB, VCB tăng mạnh cũng là yếu tố hỗ trợ thị trường. Ngoài ra, DXG, SSI, FCN, VCI cũng là những cổ phiếu tăng điểm đáng chú ý.",POS,0.9765,0.0065,0.9765,0.0169,0.9700000000000001
214,VIC,"Bộ ba VHM, VRE, VIC cùng VJC bứt phá, VnIndex tăng gần 22 điểm trong phiên cuối tuần VJC tiếp tục là “ngọn cờ đầu” dẫn dắt thị trường bứt phá khi tăng trần lên 159.200 đồng. Bên cạnh đó là bộ ba cổ phiếu VIC, VRE, VHM cũng bứt phá mạnh củng cố vững chắc đà tăng.",POS,0.9885,0.004,0.9885,0.0075,0.9845
750,HAG,"Cổ phiếu rơi về mức thấp nhất trong lịch sử, bầu Đức chỉ mua được 1/4 lượng cổ phiếu HAG đã đăng ký Cổ phiếu HAG đã rơi xuống mức thấp nhất trong lịch sử là 4.420 đồng vào ngày 28/5.",NEG,0.9419,0.9419,0.026,0.0321,-0.9158999999999999
749,HAG,"HAG, KDC,TNA, PIV, VMI, FRM, STC: Thông tin giao dịch lượng lớn cổ phiếu Thông tin giao dịch lượng lớn cổ phiếu trên HNX/HSX.",POS,0.5779,0.0274,0.5779,0.3947,0.5505
748,HAG,"VNM ETF loại HAG, HSG ra khỏi danh mục trong đợt review quý 2/2018 Các cổ phiếu được gia tăng tỷ trọng đáng chú ý có thể kể tới ROS (được mua thêm khoảng 7,5 triệu USD), NVL (mua thêm 5 triệu USD), VRE (mua thêm 4,47 triệu USD), VNM (mua thêm 2,86 triệu USD)…",NEG,0.9603,0.9603,0.0213,0.0184,-0.9390000000000001
747,HAG,"Chanh dây là khác biệt lớn nhất trong kế hoạch kinh doanh mảng nông nghiệp của HAG và HNG HAGL Agrico kế hoạch 2018 với doanh thu thuần 3.743 tỷ đồng, lợi nhuận trước thuế dự đạt khoảng 150 tỷ đồng.",POS,0.5481,0.0564,0.5481,0.3955,0.4917
213,VIC,"Bán mạnh cuối phiên, VN-Index giảm hơn 11 điểm bất chấp nỗ lực từ VIC Thị trường có một phiên dao động trong biên độ mạnh khi có thời điểm về gần tham chiếu nhưng rồi lại quay đầu giảm mạnh. PNJ, LDG, VGC giảm sàn với khối lượng lớn.",NEG,0.9731,0.9731,0.0159,0.011,-0.9571999999999999
212,VIC,"“Cánh én” VIC, VHM không đủ làm nên “mùa xuân”, Vn-Index thủng mốc 900 điểm Khá nhiều cổ phiếu trong phiên hôm nay giảm sàn, có thể kể tới như GAS, TCM, DXG, NKG, CVT, VGC, PDR, DGW,…Trong đó, DXG giảm sàn có liên quan đến việc UBND TP.HCM đề nghị cơ quan công an làm rõ vụ bán đất công cho tập đoàn Đất Xanh.",NEG,0.8826,0.8826,0.0189,0.0985,-0.8637
211,VIC,"Tuần đầu tháng 7: Khối ngoại sàn HOSE bán ròng trở lại 1.171 tỷ đồng, VHM và VIC là tâm điểm VIC đã bị khối ngoại bán ròng 15 tuần liên tiếp, với giá trị lên đến 8.470,5 tỷ đồng.",NEG,0.9818,0.9818,0.0096,0.0086,-0.9722
746,HAG,"HAG, PET, AAA, HAH, VND, CTS, YEG, TDG, AAM, CMX, QPH: Thông tin giao dịch lượng lớn cổ phiếu Thông tin giao dịch lượng lớn cổ phiếu trên HNX/HSX.",NEU,0.9589,0.0105,0.0306,0.9589,0.0201
